Document,Product_Type,Size,Configuration,Price,Unit,FDOT_Code,Notes
RCP_Price_List,Elliptical Reinforced Concrete Pipe,12"X18",CL III,$50.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,12"X18",CL IV,$68.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,12"X18",MES 4:1,$650.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,14"X23",CL III,$62.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,14"X23",CL IV,$83.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,14"X23",MES 4:1,$750.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,14"X23",Flared End,$2100.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,19"X30",CL III,$100.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,19"X30",CL IV,$130.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,19"X30",MES 4:1,$950.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,19"X30",Flared End,$2600.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,24"X38",CL III,$145.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,24"X38",CL IV,$196.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,24"X38",MES 4:1,$1250.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,24"X38",Flared End,$3200.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,29"X45",CL III,$200.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,29"X45",CL IV,$254.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,29"X45",MES 4:1,$3500.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,29"X45",Flared End,$4000.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,34"X53",CL III,$270.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,34"X53",CL IV,$351.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,34"X53",MES 4:1,$4400.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,34"X53",Flared End,$4900.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,38"X60",CL III,$330.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,38"X60",CL IV,$416.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,38"X60",MES 4:1,$5300.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,38"X60",Flared End,$7000.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,43"X68",CL III,$425.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,43"X68",CL IV,$519.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,43"X68",MES 4:1,$7000.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,43"X68",Flared End,$8500.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,48"X76",CL III,$525.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,48"X76",CL IV,$630.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,48"X76",MES 4:1,$7750.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,48"X76",Flared End,$13500.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,53"X83",CL III,$700.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,53"X83",CL IV,$925.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,53"X83",MES 4:1,$12500.00,EA,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,58"X91",CL III,$850.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,58"X91",CL IV,$1063.00,LF,ASTM C-507,
RCP_Price_List,Elliptical Reinforced Concrete Pipe,58"X91",MES 4:1,$17000.00,EA,ASTM C-507,
